Instance,Algorithm,Config,ObjVal,ObjBound,MIPGap,RuntimeGurobi,Status,RuntimeTotal
r_50_70_30_70_1.txt,base,No VI,839.90340164958,505.42821032134805,0.39823054731213,600.529000043869,9,602.2368218898773
r_50_70_30_70_1.txt,base,VI1,910.6362502353268,509.5967097308806,0.44039487819731477,600.6510000228882,9,602.364244222641
r_50_70_30_70_1.txt,base,VI2,871.4741640130778,499.8242643800422,0.42646117920652254,601.0060000419617,9,602.9239220619202
r_50_70_30_70_1.txt,base,VI3,886.9808651189862,502.133609888169,0.433884506831149,600.6259999275208,9,602.1715838909149
r_50_70_30_70_1.txt,base,VI4,861.4291517457727,499.00117591133204,0.42072871007435025,600.7060000896454,9,602.2574381828308
r_50_70_30_70_1.txt,base,VI1+VI4,933.7504636937467,506.1828907372205,0.4579034651989856,600.5780000686646,9,602.1197390556335
r_50_70_30_70_1.txt,base,VI2+VI4,847.1384558073773,499.10602990809485,0.41083299136454055,600.8020000457764,9,602.5785796642303
r_50_70_30_70_1.txt,base,VI3+VI4,948.4800860874316,492.47296719076,0.4807766927166002,600.7779998779297,9,602.3849902153015
r_50_70_30_70_1.txt,base,All VI,990.342420543407,507.9165710739836,0.4871303495256856,600.2850000858307,9,601.8811779022217
r_50_70_30_70_1.txt,lns,base,1078.249813060552,1078.249813060552,0.0,6.555999994277954,2,113.70899438858032
r_50_70_30_70_1.txt,ils,base,1247.9333469802953,1247.933346980295,0.0,2.4089999198913574,2,157.09379315376282
r_50_70_30_70_10.txt,base,No VI,862.5761657285203,579.6610193744034,0.32798859694340216,600.545000076294,9,602.3606007099152
r_50_70_30_70_10.txt,base,VI1,1013.2278552158441,599.9647247579738,0.4078679127606834,600.8830001354218,9,602.7515473365784
r_50_70_30_70_10.txt,base,VI2,923.6706268286978,587.2617265233699,0.3642087239044764,600.6659998893738,9,603.0721893310547
r_50_70_30_70_10.txt,base,VI3,860.8716528471141,555.3682419408395,0.35487683895258915,600.8719999790192,9,602.7321753501892
r_50_70_30_70_10.txt,base,VI4,929.7382422863948,559.5963708798022,0.39811406541302063,600.3589999675751,9,601.9297165870667
r_50_70_30_70_10.txt,base,VI1+VI4,976.7811377375942,592.2645980909234,0.39365680272786824,600.4630000591278,9,602.1625831127167
r_50_70_30_70_10.txt,base,VI2+VI4,875.0399227120621,556.490125778444,0.3640403010942839,600.5049998760223,9,602.0540292263031
r_50_70_30_70_10.txt,base,VI3+VI4,896.6247929415124,567.2335260867578,0.3673680110652941,600.7530000209808,9,602.3397405147552
r_50_70_30_70_10.txt,base,All VI,999.4607987586074,592.429511660928,0.40725087727626497,600.5119998455048,9,602.1009595394135
r_50_70_30_70_10.txt,lns,base,1055.903529424403,1052.1788627114247,0.0035274687593937737,1.3429999351501465,2,198.3067433834076
r_50_70_30_70_10.txt,ils,base,1232.032238361001,1232.0322383610007,0.0,2.240999937057495,2,164.49699592590332
r_50_70_30_70_2.txt,base,No VI,875.8900426529119,604.9474163830417,0.30933406372475036,600.9459998607635,9,602.730795621872
r_50_70_30_70_2.txt,base,VI1,1020.6136006111395,642.3416194221217,0.3706319227595145,600.885999917984,9,602.5357887744904
r_50_70_30_70_2.txt,base,VI2,943.1364704199126,612.296738338124,0.35078670209252844,601.0460000038147,9,602.8028810024261
r_50_70_30_70_2.txt,base,VI3,902.9584477875072,589.5595878355882,0.3470800463961892,600.4019999504089,9,602.5288624763489
r_50_70_30_70_2.txt,base,VI4,881.0201480970239,577.6746032664605,0.34431169989219923,600.6219999790192,9,602.492171049118
r_50_70_30_70_2.txt,base,VI1+VI4,1033.503045596222,626.2548202361197,0.3940464685570066,600.7060000896454,9,602.3459541797638
r_50_70_30_70_2.txt,base,VI2+VI4,965.5790679597682,589.5513911529689,0.38943229952294994,601.220999956131,9,603.1130921840668
r_50_70_30_70_2.txt,base,VI3+VI4,972.7019702891989,581.6002567017621,0.4020776409768723,601.0309998989105,9,602.7739889621735
r_50_70_30_70_2.txt,base,All VI,1100.7323498842056,621.6849160234922,0.43520791762966543,600.7339999675751,9,602.3645689487457
r_50_70_30_70_2.txt,lns,base,1286.9294158055184,1274.4035449612832,0.009733145182943066,5.504999876022339,2,207.25035285949707
r_50_70_30_70_2.txt,ils,base,2414.704252444688,2414.704252444688,0.0,0.47099995613098145,2,72.77273344993591
r_50_70_30_70_3.txt,base,No VI,880.8173856361909,544.1665203158772,0.38220279346230185,600.829999923706,9,602.4149436950684
r_50_70_30_70_3.txt,base,VI1,944.7525621415907,551.1264450525247,0.4166446674638105,600.8040001392365,9,602.419261932373
r_50_70_30_70_3.txt,base,VI2,831.5440076310549,549.7851773290672,0.33883814652777866,600.5599999427795,9,602.299863576889
r_50_70_30_70_3.txt,base,VI3,794.34190688213,527.4881918891313,0.3359431407067843,600.7170000076294,9,602.6869416236877
r_50_70_30_70_3.txt,base,VI4,862.4051937499762,527.405591848494,0.3884480338584364,600.6729998588562,9,602.7044959068298
r_50_70_30_70_3.txt,base,VI1+VI4,928.0376402789926,546.5698807268808,0.411047723708095,600.7709999084473,9,602.3764026165009
r_50_70_30_70_3.txt,base,VI2+VI4,879.9679655157192,527.1000487995367,0.40100086655924877,600.816999912262,9,602.3823485374451
r_50_70_30_70_3.txt,base,VI3+VI4,943.2961567258756,525.383655667157,0.44303424547945564,600.779000043869,9,602.4082055091858
r_50_70_30_70_3.txt,base,All VI,958.0927108150688,533.0350458871146,0.44364982650410634,600.8650000095367,9,602.496185541153
