Instance,Algorithm,Config,ObjVal,ObjBound,MIPGap,RuntimeGurobi,Status,RuntimeTotal
r_25_70_30_70_2,base,No VI,715.281340418975,554.8195317065212,0.22433383851235875,600.2769999504089,9,600.9755878448486
r_25_70_30_70_2,base,VI1,741.7829670259134,585.9538321814424,0.21007375711152892,600.2909998893738,9,601.249675989151
r_25_70_30_70_2,base,VI2,715.281340418975,554.681087994243,0.22452738992276897,600.0830001831055,9,600.8343739509583
r_25_70_30_70_2,base,VI3,733.1413408710025,555.5012856458745,0.24229987496556146,600.1210000514984,9,601.0927362442017
r_25_70_30_70_2,base,VI4,751.9928752407907,549.3614258367055,0.26945926760170685,600.5350000858307,9,601.2903299331665
r_25_70_30_70_2,base,VI1+VI4,761.6181034448126,582.0232952545142,0.23580690555803205,600.2300000190735,9,601.083728313446
r_25_70_30_70_2,base,VI2+VI4,751.9928752407907,549.4664948517485,0.26931954684303694,600.1440000534058,9,601.0847177505493
r_25_70_30_70_2,base,VI3+VI4,750.3878143753773,554.006816887082,0.26170600551631135,600.1259999275208,9,601.1663720607758
r_25_70_30_70_2,base,All VI,763.209649811906,580.5720692649971,0.23930198025132435,600.4829998016357,9,601.1540834903717
r_25_70_30_70_2,lns,base,782.4576916400918,775.9021928454139,0.008378087230425255,2.8470001220703125,2,232.64646077156067
r_25_70_30_70_2,ils,base,806.9753950859542,746.4794420560418,0.07496629190716379,15.050000190734863,9,284.097425699234
