Instance,Algorithm,Config,ObjVal,ObjBound,MIPGap,RuntimeGurobi,Status,RuntimeTotal
r_50_70_30_70_8,base,No VI,928.9021213846336,561.185328260071,0.3958617217672398,600.2949998378754,9,604.5879254341125
r_50_70_30_70_8,base,VI1,1024.2000527647162,610.5585943923222,0.4038678354446615,600.1850001811981,9,602.6686606407166
r_50_70_30_70_8,base,VI2,930.6911504346976,559.0188833419375,0.3993508124786223,600.2619998455048,9,601.5713429450989
r_50_70_30_70_8,base,VI3,860.3926235221156,571.9511698793503,0.33524398717180676,600.1400001049042,9,602.3829925060272
r_50_70_30_70_8,base,VI4,846.121432929902,557.8125505537987,0.3407417318076478,600.3010001182556,9,601.6711642742157
r_50_70_30_70_8,base,VI1+VI4,1066.2873209303336,612.197289774687,0.4258608559271379,600.3680000305176,9,603.3619976043701
r_50_70_30_70_8,base,VI2+VI4,843.5565337747195,554.5005246251268,0.34266347017209886,600.3019998073578,9,602.663822889328
r_50_70_30_70_8,base,VI3+VI4,874.3178916563484,571.1612108871739,0.3467350761801985,600.194000005722,9,602.5410816669464
r_50_70_30_70_8,base,All VI,1076.3985784785389,590.9363567639514,0.4510060041149214,600.3099999427795,9,602.6849510669708
r_50_70_30_70_8,lns,base,994.8727198522928,967.8245180310263,0.027187600264365785,15.1010000705719,9,148.79836344718933
r_50_70_30_70_8,ils,base,1118.7220245000308,1109.2660171233485,0.008452508460185389,1.3659999370574951,2,161.17549085617065
